dominant_biome,air,andesite,cave_air,clay,deepslate,diamond_ore,diorite,dirt,granite,grass_block,gravel,kelp_plant,lava,moss_block,sand,seagrass,short_grass,stone,tall_seagrass,tuff,water
deep_cold_ocean,79542,409,67,363,2231,0,602,0,237,0,355,150,774,200,0,5,27,4922,54,220,7120
deep_cold_ocean,72024,642,131,692,6850,1,410,176,407,0,390,0,385,692,0,2,141,5411,42,717,7825
deep_cold_ocean,68240,620,7,1187,9878,0,1108,153,1090,0,494,0,0,580,3,3,116,3602,52,1012,8870
deep_cold_ocean,69188,223,55,1065,9465,0,662,160,513,0,241,0,2,328,0,9,66,3354,34,1149,10692
deep_cold_ocean,66086,601,0,862,11151,0,322,0,12,0,690,0,0,36,0,6,15,3130,72,1019,13337
deep_cold_ocean,67032,410,0,1460,10670,0,245,31,158,0,546,174,0,107,0,5,0,3100,38,639,11691
deep_cold_ocean,66234,627,0,965,11810,0,598,171,430,0,582,292,0,54,0,6,4,4447,50,1013,9853
deep_cold_ocean,65857,924,0,964,12482,0,822,379,0,0,733,0,0,27,0,4,3,5472,46,1310,8309
deep_cold_ocean,65792,667,0,1591,12830,0,762,23,431,0,804,0,0,0,0,15,0,4142,66,984,9224
deep_cold_ocean,65792,858,0,1059,13929,0,1057,41,256,0,619,0,0,0,0,6,0,4771,58,727,8118
deep_cold_ocean,65792,858,0,898,14128,0,835,132,819,0,581,0,183,0,0,7,0,5403,52,917,6653
deep_cold_ocean,65967,1197,0,778,14127,0,596,157,951,0,609,107,79,3,0,5,0,5023,62,965,6661
deep_cold_ocean,66818,240,0,962,12874,0,203,416,607,0,749,0,0,288,0,7,7,6294,56,878,6838
deep_cold_ocean,67005,580,0,828,11959,0,905,101,813,0,704,0,0,331,0,6,47,5900,56,1148,6809
deep_cold_ocean,66415,1553,0,1033,13221,2,456,0,434,0,937,0,0,40,0,6,0,5518,28,927,6598
deep_cold_ocean,65807,654,0,666,13385,0,949,15,1264,0,721,187,0,2,0,6,0,5654,56,1852,5846
deep_cold_ocean,65792,644,0,851,13596,6,1164,179,1450,0,541,325,0,0,0,7,0,5817,62,1288,5519
deep_cold_ocean,65885,784,0,728,13709,0,949,16,1048,0,373,320,0,0,0,1,0,6478,44,1239,5633
deep_cold_ocean,65823,1164,0,652,14456,0,828,260,1017,0,429,323,0,0,0,8,0,5128,62,1273,5761
deep_cold_ocean,66028,635,0,273,14552,0,1295,25,609,0,538,144,0,0,0,7,0,5489,58,1249,6106
deep_cold_ocean,65792,337,0,534,13893,0,1376,174,570,0,618,71,0,0,3,10,0,6382,54,1399,6004
deep_cold_ocean,65810,146,0,701,14496,0,1339,282,422,6,410,149,0,0,0,1,0,5549,26,1044,6828
deep_cold_ocean,65806,779,0,453,14156,0,827,272,625,3,466,192,0,0,0,11,0,5683,50,1214,6625
deep_cold_ocean,66019,1374,0,710,13216,0,1007,224,1063,0,526,0,0,0,0,4,0,5389,44,1294,6358
deep_cold_ocean,66324,1355,0,682,13346,0,172,196,685,0,787,77,0,281,3,3,39,6214,38,739,6231
deep_cold_ocean,67151,477,0,980,12064,0,91,120,697,0,380,399,98,270,0,4,46,7126,52,1069,6129
deep_cold_ocean,70283,535,0,321,9581,0,512,311,1411,0,482,284,210,640,0,8,80,6478,52,814,5001
deep_cold_ocean,66526,884,0,667,13028,0,502,86,477,0,861,143,101,98,0,6,20,6606,42,1190,5933
deep_cold_ocean,66842,940,0,338,12537,0,1035,248,206,0,598,316,1259,264,0,6,0,5902,80,680,5910
deep_cold_ocean,66903,1010,15,606,11852,0,972,310,748,0,477,294,1373,181,20,5,11,8367,46,682,3268
cold_ocean,66017,1499,0,666,13659,0,826,416,486,0,499,0,0,68,157,14,7,9413,14,1279,2106
cold_ocean,67373,830,0,428,13400,0,1180,711,1153,19,413,0,0,6,187,15,0,7836,18,890,2708
cold_ocean,67291,1335,0,776,12019,0,995,675,1032,5,476,19,0,183,336,17,22,6857,20,983,4118
cold_ocean,66324,622,0,578,13337,0,973,469,629,0,819,222,1,47,12,20,19,6153,26,1297,5645
cold_ocean,66841,922,0,543,13449,0,1054,408,905,0,812,254,0,0,0,16,0,6145,20,1077,4281
cold_ocean,66722,1329,0,594,13512,0,1120,261,947,0,575,63,0,0,27,33,0,7887,16,591,3449
cold_ocean,66070,1099,0,354,14709,1,889,497,8,0,399,0,0,9,7,28,5,9251,18,753,3079
cold_ocean,65823,1142,0,386,15147,0,972,483,829,0,219,0,0,0,206,30,0,8508,18,779,2675
cold_ocean,65957,467,0,549,14503,0,1029,521,870,0,755,0,0,46,68,17,27,8424,28,1112,2829
cold_ocean,65809,712,0,525,14784,0,669,52,879,0,696,0,0,26,0,10,4,7961,8,922,4168
cold_ocean,66385,1313,0,670,13374,0,1151,117,484,0,555,0,0,62,0,17,1,8361,12,1035,3642
cold_ocean,66748,1198,0,595,13675,0,832,311,1159,0,708,0,0,122,0,13,0,6395,10,779,4685
cold_ocean,67486,1262,0,872,12196,0,904,318,557,0,605,0,0,246,0,24,22,7718,18,964,4037
cold_ocean,66519,1239,0,612,12912,1,844,293,420,0,525,0,0,233,0,10,12,7857,16,1528,4253
cold_ocean,65888,1262,0,446,14221,6,1336,398,895,0,625,0,0,2,0,22,0,7055,14,1080,3909
cold_ocean,67998,1289,0,790,12120,0,990,213,1315,0,498,328,0,159,0,22,1,6310,20,1003,4109
cold_ocean,68947,927,0,539,10715,0,908,118,1170,0,741,339,130,603,0,19,19,6802,16,810,4114
cold_ocean,70358,891,0,332,9984,2,274,266,803,0,645,65,368,294,0,29,0,7642,38,481,4678
cold_ocean,70971,1106,0,614,8917,0,1057,98,460,0,268,0,18,419,137,17,10,7619,18,958,4284
cold_ocean,67644,976,0,405,12795,0,553,102,830,0,479,0,0,183,51,28,16,7581,12,958,4597
cold_ocean,66554,1214,0,380,13388,4,307,461,1406,0,820,0,0,74,228,24,16,6674,16,976,4632
cold_ocean,66350,508,0,526,13909,0,164,111,365,0,764,0,53,26,6,13,0,6784,14,1341,6246
cold_ocean,66721,232,0,309,13725,0,1086,264,650,0,651,0,0,0,0,22,0,8085,12,1077,4426
cold_ocean,67026,974,0,271,13414,2,819,214,497,0,518,0,0,0,0,34,0,5329,26,1418,6677
cold_ocean,67011,587,0,200,13802,0,994,146,359,0,541,196,1,0,0,24,0,3319,22,661,9464
cold_ocean,66000,731,0,282,14751,0,396,394,1027,0,818,322,0,0,0,13,0,4999,8,774,6667
cold_ocean,65798,656,0,550,14273,0,433,248,684,0,925,222,0,0,0,26,0,7157,18,976,5242
cold_ocean,66396,906,8,377,14202,0,253,235,1153,0,544,79,4,0,0,13,0,6518,8,1058,4759
cold_ocean,66872,1104,0,18,13061,0,1061,454,700,0,557,51,100,0,60,22,0,7906,16,951,4301
cold_ocean,66965,477,216,215,12804,0,1284,324,833,0,634,58,264,0,114,25,0,7947,16,1424,3575
cold_ocean,66176,620,0,0,14739,0,889,119,1120,0,637,31,5,0,0,10,0,7616,6,1085,4213
cold_ocean,66224,812,0,0,13772,0,1407,264,958,0,418,0,0,0,0,16,0,7958,14,747,4702
cold_ocean,65874,803,0,0,14272,0,489,0,954,0,543,0,4,0,0,21,0,8459,18,620,5222
cold_ocean,65842,641,0,0,14449,0,1214,0,927,0,1083,67,0,0,0,23,0,7539,12,1300,4061
cold_ocean,66046,508,0,0,14042,0,541,110,688,0,1118,153,0,0,0,22,0,9036,24,1256,3742
cold_ocean,66353,504,0,0,14419,0,1461,118,981,9,404,0,35,0,63,7,0,8727,14,836,3200
forest,64571,1919,0,15,14640,0,851,765,1231,172,651,31,16,0,10,2,2,9944,0,1427,571
forest,63033,1401,0,0,14792,0,1514,686,890,247,465,0,8,0,0,0,3,11947,0,1176,277
forest,62074,1672,0,0,14523,0,1075,1150,1095,301,438,0,155,0,0,0,4,12640,0,1098,30
forest,61434,1461,0,0,13822,0,1248,1297,972,351,447,0,33,0,0,0,5,14195,0,1358,0
forest,60457,903,0,0,14160,1,1242,1345,645,327,547,0,0,0,0,0,0,15071,0,1464,23
forest,55686,1529,51,0,15328,0,1113,2069,971,380,428,0,0,0,0,0,1,18020,0,791,130
forest,53832,1241,0,0,13734,0,1331,1371,870,302,699,0,95,0,0,0,5,21533,0,1252,245
forest,59726,1041,441,0,10980,0,1082,1008,1087,249,511,0,599,0,0,0,6,16748,0,1186,1499
forest,66656,921,0,0,12272,2,857,955,883,272,483,0,0,0,0,0,15,10600,0,560,2448
plains,73764,1219,0,0,10186,0,825,798,1325,200,285,0,0,0,0,0,19,7822,0,791,0
plains,68343,1125,0,0,12249,0,1543,930,341,256,516,0,0,0,0,0,58,10490,0,1199,0
plains,66461,1215,0,0,12539,0,1291,1026,658,256,217,0,0,0,0,0,47,11650,0,1775,1
plains,66767,1447,0,0,13668,0,597,881,827,256,569,0,0,0,84,0,66,10746,0,1161,129
plains,66550,1520,0,14,14641,0,1019,877,1224,86,762,0,0,0,63,0,20,8929,0,664,689
plains,66365,1376,0,6,14468,0,736,642,1174,47,478,0,2,0,39,0,8,9721,0,1053,402
plains,67350,1104,0,17,13350,0,1012,779,1221,229,222,0,0,0,0,0,78,10249,0,1569,33
plains,68493,1120,0,0,13804,1,1334,1038,920,257,980,0,94,0,0,0,62,8100,0,999,77
plains,67110,1264,0,0,14309,0,1054,1028,1137,256,411,0,0,0,0,0,42,9338,0,1152,0
plains,63700,934,0,0,14323,0,1125,1003,504,256,280,0,0,0,0,0,65,13563,0,1356,0
plains,65018,1681,0,0,14550,0,588,873,971,238,505,0,1,0,0,0,50,11675,0,1058,3
plains,64313,1526,0,0,14042,0,629,1036,1307,254,484,0,0,0,0,0,33,11578,0,1375,546
plains,65971,1186,0,0,14399,0,669,1383,607,255,315,0,0,0,0,0,63,10636,0,1094,512
plains,66358,673,0,0,13169,4,1737,1217,1178,242,419,0,0,0,0,0,56,10465,0,1173,359
plains,66246,981,109,0,12982,0,1052,1037,1227,259,297,0,0,0,0,0,59,11007,0,1575,192
plains,67633,813,0,0,14110,0,1262,764,693,256,502,0,0,0,0,0,59,10031,0,1062,1
plains,66778,1179,0,0,14222,0,755,576,1331,256,284,0,55,0,0,0,35,10900,0,828,1
plains,63827,1202,0,0,14713,0,1017,1026,1026,286,659,0,112,0,0,0,63,12516,0,695,0
plains,64590,701,0,0,13851,4,1542,1026,650,256,574,0,43,0,0,0,56,12529,0,1361,0
plains,64747,1407,0,0,14582,0,1302,845,878,259,743,0,0,0,0,0,40,11126,0,965,0
plains,65399,1621,0,0,14346,0,820,897,890,256,578,0,0,0,0,0,40,10710,0,1027,0
plains,64050,1263,0,0,14759,0,1166,943,953,256,497,0,1,0,0,0,67,12753,0,386,0
forest,63774,1406,0,0,14417,0,1455,594,1212,252,561,0,0,0,0,0,15,11738,0,1365,0
forest,64950,1043,0,0,14377,0,1422,914,1287,281,311,0,0,0,0,0,5,10520,0,1672,0
forest,63649,901,0,0,14731,0,941,1322,1331,257,467,0,143,0,0,0,11,11705,0,1131,0
forest,67115,2017,0,0,11660,0,1076,1113,1365,251,320,0,94,0,0,0,11,10870,0,702,0
forest,65196,841,98,0,12940,0,964,1028,1394,248,857,0,138,0,0,0,4,12025,0,668,0
forest,65143,1194,0,0,13505,2,779,913,790,250,462,0,391,0,0,0,1,12027,0,1050,0
forest,65463,919,0,0,13091,0,493,1060,1945,250,346,0,498,0,0,0,6,11007,0,1391,157
birch_forest,65425,1027,0,0,11223,0,1491,1161,493,250,416,0,474,0,0,0,16,10496,0,792,1442
birch_forest,66690,615,0,0,9190,5,1410,1366,513,250,584,0,91,0,0,0,8,9486,0,1102,2229
birch_forest,66397,1335,0,0,12827,2,716,934,560,227,421,0,162,0,114,0,11,9837,0,893,568
birch_forest,68727,1152,0,0,9695,0,1312,551,839,156,394,0,22,0,280,0,7,9151,0,1209,0
beach,68243,193,0,0,9271,0,621,324,801,42,581,0,8,7,557,0,1,9393,0,1047,2069
beach,67714,941,0,326,11417,0,1022,229,990,0,514,0,0,47,1056,0,0,10125,0,846,1021
beach,72150,103,0,351,8136,0,577,363,997,0,331,0,0,94,912,8,0,8753,6,948,2867
river,71562,720,0,711,9085,0,382,575,901,1,215,0,0,435,194,11,46,6778,10,1001,4283
beach,68339,763,0,525,11889,0,641,138,200,0,433,0,0,140,766,0,10,7026,0,1163,4552
beach,65832,669,0,607,13632,0,806,345,951,0,428,7,6,0,797,1,0,8868,0,1729,1744
ocean,66060,1567,0,726,13222,0,1397,1142,1284,0,695,60,0,63,135,36,0,7539,34,729,2515
ocean,65806,1056,0,324,14414,1,893,1118,672,0,528,249,24,0,174,31,0,8631,22,1134,2116
ocean,65792,1144,0,669,14360,0,972,655,1046,0,511,355,31,0,263,29,0,8293,24,1136,1883
ocean,65792,913,0,549,13729,0,1021,521,1114,0,597,305,57,0,237,22,0,9205,44,1220,1732
ocean,66016,1565,0,796,12975,0,726,227,1099,0,492,254,0,16,224,27,5,8609,18,1739,2072
ocean,66186,823,0,973,13113,0,1350,619,1346,0,372,69,0,104,186,30,9,7991,30,1076,2808
ocean,66749,1362,0,757,13079,0,816,488,1122,0,774,0,65,225,20,22,34,7403,28,1054,3138
ocean,66517,1310,0,1208,12428,0,728,318,490,0,682,0,87,90,4,27,4,8361,24,1225,3674
ocean,66089,1129,0,964,13697,0,1028,98,532,0,755,0,314,24,3,30,8,7988,16,548,3956
ocean,66679,746,0,1010,13379,0,402,258,939,0,502,0,444,76,15,12,5,6761,8,679,5319
ocean,67119,686,0,489,12781,0,588,363,756,0,354,224,53,303,28,37,47,6763,20,1075,5426
ocean,66984,718,0,1029,12468,0,274,671,805,0,321,167,258,183,269,35,18,5634,8,672,6629
ocean,66371,1062,0,746,13497,0,929,682,803,19,384,6,18,182,363,20,23,5835,20,1317,4841
ocean,66101,1090,0,864,13308,0,1076,973,611,109,804,0,75,0,4,25,5,8979,12,835,2362
ocean,66148,1479,0,844,13418,0,1228,686,794,106,444,0,1,64,0,14,15,8152,4,1652,2071
ocean,67763,502,0,415,11082,3,1118,147,668,0,609,0,0,557,0,13,109,6521,28,1685,5728
ocean,65797,680,0,945,14068,0,388,148,181,0,754,0,0,0,0,42,0,7544,44,1152,5359
ocean,65794,1088,0,1288,13861,0,685,129,657,0,733,106,0,0,0,19,0,7003,22,1350,4423
ocean,66287,651,0,903,13409,0,324,338,784,0,583,369,0,58,0,27,0,8523,44,1164,3780
ocean,66115,1108,0,662,11885,0,630,501,1116,0,398,291,0,13,24,29,0,8880,14,1531,2833
deep_ocean,67301,1173,0,693,9305,0,1337,140,524,0,621,304,52,13,0,8,5,7370,56,990,3594
deep_ocean,67457,877,169,593,10016,0,519,0,819,0,744,358,214,18,0,7,0,6218,62,305,5484
deep_ocean,67621,468,122,854,10297,0,348,246,1136,0,460,156,0,0,33,5,0,5662,52,966,6672
deep_ocean,67325,1586,60,479,10644,0,269,254,1461,8,533,0,0,0,12,9,0,4096,64,806,7169
deep_ocean,67016,650,0,591,10846,0,209,190,1214,0,540,151,0,0,0,4,0,4959,92,1043,7115
deep_cold_ocean,66730,934,0,694,12027,0,913,44,946,0,744,245,1,129,0,7,31,5040,88,1278,7076
deep_cold_ocean,72955,10,0,841,6818,0,373,125,611,0,529,365,136,649,0,11,115,5382,44,528,7428
deep_cold_ocean,74201,329,0,1129,6088,0,713,271,298,0,447,267,579,432,0,5,40,4263,44,718,7375
deep_cold_ocean,68497,704,0,1401,10227,1,740,232,719,0,420,0,109,442,0,4,58,5351,48,1006,7102
deep_cold_ocean,67719,1017,0,1115,11384,0,637,168,591,0,350,0,0,372,0,7,52,4086,28,1194,8403
deep_cold_ocean,67793,257,0,1224,10971,0,680,48,286,0,406,0,0,346,0,5,18,3815,46,606,10701
deep_cold_ocean,68239,0,0,700,9321,0,543,0,218,0,510,0,0,293,0,5,18,3180,66,1175,12165
deep_cold_ocean,67326,11,0,1541,10168,0,880,0,333,0,509,133,0,316,0,4,7,3197,68,1143,11618
deep_cold_ocean,67044,85,0,800,11502,0,745,119,642,0,608,338,1,224,7,5,11,3366,66,943,10766
deep_cold_ocean,67681,190,0,528,11191,0,882,159,741,0,499,26,263,365,3,8,46,4242,64,909,9419
deep_cold_ocean,65792,1106,0,1411,12761,0,744,34,344,0,778,0,0,0,0,11,0,5003,68,1679,7575
deep_cold_ocean,65792,828,0,668,13579,0,757,94,621,0,750,0,0,0,0,12,0,6456,38,1155,6498
deep_cold_ocean,65808,67,0,584,14082,0,1179,116,714,0,553,131,0,0,0,4,0,6532,30,1265,6194
deep_cold_ocean,65947,505,0,536,14344,0,988,149,537,0,975,377,0,0,0,12,0,6179,70,573,6063
deep_cold_ocean,66262,865,0,534,13769,0,633,224,324,0,503,164,0,65,0,8,0,5897,42,1396,6576
deep_cold_ocean,66813,598,0,370,12755,2,669,277,1263,0,631,0,0,273,0,11,35,5506,80,1258,6605
deep_cold_ocean,66439,631,0,683,12679,0,1193,56,753,0,619,0,0,95,0,5,12,5531,28,1050,7048
deep_cold_ocean,66761,971,0,805,13243,0,110,366,491,0,815,0,0,52,0,7,15,5864,42,898,6527
deep_cold_ocean,66071,1076,0,623,14092,0,585,32,539,0,465,383,0,67,0,7,3,5159,44,927,7148
deep_cold_ocean,66151,677,0,482,14382,0,374,132,258,0,679,365,0,117,0,5,28,7446,52,835,5158
deep_cold_ocean,65889,202,0,360,14369,0,1136,139,1402,0,420,326,0,38,0,7,14,5099,44,1314,6430
deep_cold_ocean,66445,494,0,728,12388,2,819,229,1157,0,761,136,0,57,4,7,4,6354,70,1153,6272
deep_cold_ocean,66390,68,0,352,12590,0,612,25,1218,0,674,0,0,21,7,8,0,7666,36,1263,6179
deep_cold_ocean,67072,1059,0,279,12448,0,1033,4,706,0,482,0,0,121,0,7,0,5788,74,1323,6340
deep_cold_ocean,66645,660,0,754,13689,0,647,109,741,0,538,0,0,110,6,5,0,6727,34,746,5819
deep_cold_ocean,65793,479,0,649,14452,0,614,155,439,0,434,246,0,0,18,8,0,5374,42,1054,7461
deep_cold_ocean,65792,333,0,560,14001,2,1172,38,458,0,568,225,0,0,0,15,0,3427,110,1543,9065
deep_cold_ocean,66098,1021,0,1076,13596,0,577,24,636,0,625,0,0,83,0,5,0,4262,26,612,8658
deep_cold_ocean,66057,1173,0,429,13435,4,330,299,630,0,897,0,0,20,8,5,0,4574,72,1055,8335
deep_cold_ocean,67368,604,0,982,11841,2,704,221,312,0,342,72,0,248,0,7,51,3365,44,875,10140
deep_cold_ocean,69107,849,0,718,10230,0,316,131,545,0,542,295,67,454,0,11,113,5221,66,665,7688
deep_cold_ocean,66904,200,0,907,12281,0,449,162,480,0,668,306,379,80,0,5,32,5817,68,1303,7159
deep_cold_ocean,67213,233,0,421,12453,0,894,58,402,0,717,381,939,88,0,8,4,5019,62,296,7898
deep_cold_ocean,68771,691,0,982,9887,0,581,213,829,0,599,353,1321,409,28,6,18,5697,36,253,6376
deep_cold_ocean,67666,917,0,446,10560,0,670,452,516,59,482,52,855,478,248,10,11,7258,18,1044,4848
cold_ocean,67744,605,0,562,10975,0,955,769,1122,130,531,0,0,28,174,14,6,8282,6,808,2743
cold_ocean,67594,920,0,529,11698,0,1054,699,1080,104,424,0,0,165,60,13,36,7919,8,1380,3430
cold_ocean,66603,325,0,268,14423,0,616,266,969,0,440,0,0,58,3,20,24,8693,28,644,3823
cold_ocean,66401,652,0,747,13544,4,968,201,563,0,476,0,1,3,0,26,1,8073,22,946,4310
cold_ocean,66066,562,0,532,14029,0,944,266,627,0,736,7,0,37,0,20,11,7921,24,1535,3890
cold_ocean,65986,1125,0,462,14073,0,700,384,1002,0,964,273,1,97,81,20,36,8203,6,1205,2458
cold_ocean,65792,1469,0,453,15354,0,834,474,1063,0,833,145,0,0,18,22,0,7112,12,501,3115
cold_ocean,65792,390,0,1095,14119,0,1209,647,1039,0,503,0,0,0,255,21,0,7434,16,1035,3735
cold_ocean,65914,1112,0,941,13796,0,649,567,460,0,566,0,0,0,86,16,0,7767,18,1329,3982
cold_ocean,66366,1057,0,638,13666,1,811,684,606,0,751,0,0,0,144,22,0,8172,24,1151,2999
cold_ocean,66684,1349,0,528,13157,0,861,374,1205,0,481,0,0,44,0,25,8,7668,18,1290,3487
cold_ocean,66621,1202,0,718,13346,2,1202,210,451,0,790,0,0,13,0,15,0,7892,8,669,3421
cold_ocean,66346,1130,0,445,12813,0,1352,253,381,0,677,0,0,75,0,10,6,7902,12,912,4074
cold_ocean,65814,814,0,1062,13809,0,655,378,559,0,719,351,0,0,0,8,0,8428,20,594,3943
cold_ocean,66170,745,0,413,13913,0,557,118,849,0,507,432,0,52,0,10,1,6665,16,1584,5141
cold_ocean,66536,845,0,768,13480,0,1179,459,1336,0,678,348,0,226,0,26,3,6868,16,787,3554
cold_ocean,68354,1333,0,424,11826,0,1195,339,363,0,514,345,0,324,99,13,15,8247,8,548,3146
cold_ocean,69389,855,0,458,10553,0,970,580,685,0,279,99,0,401,180,24,33,8199,26,1296,2965
cold_ocean,66122,869,0,684,13246,0,1124,558,1176,0,602,0,0,115,189,23,12,6370,8,1854,4209
cold_ocean,67030,308,0,883,13417,5,1049,805,664,0,419,0,56,198,141,9,41,6307,12,435,5388
cold_ocean,67324,695,0,517,12822,6,489,27,721,0,635,1,127,149,0,24,6,7071,24,1102,5399
cold_ocean,67428,726,0,492,12262,0,889,100,473,0,588,0,73,99,0,10,0,7472,18,1007,5540
cold_ocean,67264,1304,0,520,13184,5,726,352,483,0,495,0,32,0,0,21,0,5943,24,1187,5705
cold_ocean,68613,192,0,423,12467,0,685,210,473,24,601,0,209,40,0,15,14,5463,14,712,7179
cold_ocean,69242,653,0,313,13013,0,479,52,27,4,394,0,0,182,0,15,58,1800,12,922,10127
cold_ocean,67535,263,0,284,12240,0,722,0,733,0,160,0,1,151,0,11,15,2516,8,1466,11206
cold_ocean,66260,657,0,40,14660,0,693,364,1014,0,559,0,29,0,77,22,0,5405,14,758,6724
cold_ocean,65972,977,0,131,13992,0,1009,199,754,0,768,0,94,0,67,11,0,6943,6,1226,5036
cold_ocean,67073,367,0,4,13448,3,800,208,1715,0,543,60,22,0,0,17,0,8215,30,575,4087
cold_ocean,66663,480,0,0,13501,3,1333,335,317,0,513,229,249,0,0,12,0,8053,16,1563,3400
cold_ocean,67328,1198,0,0,12876,0,672,183,962,0,469,330,0,0,0,24,0,6881,14,1378,3759
cold_ocean,66016,1006,0,0,14639,5,976,162,1141,0,561,200,0,0,0,22,0,7233,16,903,4327
cold_ocean,65902,1093,0,0,14403,0,450,275,722,0,594,0,0,0,15,28,0,8625,12,770,4367
cold_ocean,66110,1038,0,0,14040,0,422,346,1012,0,713,0,0,0,0,17,0,7869,24,1190,4446
cold_ocean,66241,281,0,0,13995,1,409,124,1274,0,716,58,0,0,0,19,0,8207,28,1561,4306
cold_ocean,66267,545,0,0,14565,0,891,261,926,0,605,0,18,0,0,17,0,8244,6,1075,3872
forest,65038,1007,0,0,14017,0,935,461,697,139,767,0,0,0,28,5,2,11028,2,1624,1120
forest,63463,827,0,0,14569,0,850,617,1090,249,531,0,44,0,0,0,5,12722,0,1530,0
forest,63259,1199,0,0,13686,0,809,469,965,249,397,0,334,0,0,0,7,13517,0,1434,127
forest,64148,799,0,0,12385,0,1054,825,1089,291,103,0,58,0,0,0,14,13825,0,1717,297
forest,64379,890,0,0,12997,0,1190,1123,804,287,338,0,0,0,0,0,5,13330,0,1339,0
forest,62985,809,0,0,12929,0,677,1041,1801,254,642,0,0,0,0,0,5,14704,0,1059,4
forest,58466,1346,0,0,12068,0,857,1718,1031,260,894,0,29,0,0,0,2,18156,0,1527,477
forest,59161,797,118,0,12362,0,901,1624,1710,366,443,0,12,0,0,0,5,17746,0,798,693
forest,63592,1046,343,0,12304,0,1538,722,356,252,648,0,141,0,0,0,6,12817,0,501,2272
plains,67094,1280,0,0,12483,0,588,698,875,281,604,0,0,0,0,0,55,11356,0,1341,490
plains,69266,1344,0,0,11597,0,1314,909,663,256,571,0,1,0,0,0,57,10293,0,883,17
plains,67139,1150,0,0,13794,0,1152,715,1113,198,596,0,0,0,0,0,35,10234,0,911,72
plains,66152,970,0,0,13713,2,1053,834,1472,223,275,0,20,0,35,0,42,10559,0,1440,380
plains,66466,910,0,0,13573,0,1441,1036,1134,22,364,0,0,0,194,0,4,8556,2,1950,1566
river,65877,1242,0,41,15560,0,1262,937,1155,13,641,0,0,0,124,20,2,9137,28,109,1070
plains,66931,1115,0,0,13158,2,1384,831,1282,227,504,0,0,0,29,0,55,9874,0,1392,99
plains,67551,1169,0,0,13330,0,1012,741,780,256,506,0,103,0,0,0,55,10435,0,887,212
plains,67331,1439,0,0,13604,0,810,789,809,256,394,0,1,0,0,0,41,10071,0,1002,189
plains,63173,1324,0,0,14444,0,1418,991,1375,256,190,0,135,0,0,0,54,12299,0,901,0
plains,64614,1071,0,0,14050,0,1226,962,789,263,664,0,48,0,0,0,68,12153,0,1185,7
plains,64868,938,0,0,13789,4,884,893,936,322,952,0,0,0,0,0,51,12215,0,1252,17
plains,64876,1548,0,0,14047,0,1378,804,1127,212,868,0,0,0,0,0,39,10889,0,889,416
plains,64498,1587,0,0,14376,0,1446,971,736,246,640,0,0,0,0,0,42,11055,0,1186,261
plains,65587,1493,0,0,14020,4,932,1078,829,256,575,0,0,0,0,0,53,11028,0,1211,105
plains,66490,828,5,0,12947,0,1403,856,1029,256,386,0,1,0,0,0,69,11589,0,1185,34
plains,69300,705,0,0,13148,0,557,946,908,253,658,0,1,0,0,0,54,9170,0,1436,47
plains,68618,1158,0,0,14012,0,971,1050,664,284,484,0,0,0,0,0,71,9010,0,924,0
plains,66903,898,0,0,14659,0,1205,895,1330,256,627,0,0,0,0,0,63,9253,0,1031,0
plains,68428,1945,0,0,13639,0,764,971,779,256,324,0,106,0,0,0,64,8338,0,1554,0
plains,64598,838,0,0,14621,0,1332,1189,621,256,360,0,24,0,0,0,81,11638,0,1597,0
plains,65956,1152,0,0,13647,0,1100,1067,1054,258,385,0,0,0,0,0,49,11581,0,791,0
plains,64756,1091,0,0,14432,0,1293,1167,1103,256,297,0,0,0,0,0,45,11639,0,941,0
plains,63868,805,27,0,14141,0,975,1232,1130,256,455,0,0,0,0,0,44,12514,0,1580,0
plains,63569,994,190,0,14690,0,1005,1117,1207,256,396,0,27,0,0,0,59,12671,0,799,0
plains,63410,1781,127,0,15039,0,1508,1176,898,253,521,0,0,0,0,0,32,11094,0,951,0
forest,62972,1277,0,0,14414,0,1229,1013,854,250,658,0,0,0,0,0,8,12480,0,1341,0
forest,62911,1196,26,0,14510,0,1223,995,1188,251,658,0,12,0,0,0,11,11952,0,1630,0
forest,64278,1030,45,0,14266,0,1547,970,1052,248,458,0,21,0,0,0,8,11423,0,1339,0
forest,64733,897,2,0,14165,1,1188,999,1059,248,293,0,0,0,0,0,7,11863,0,1024,63
forest,64328,1223,0,0,12389,0,782,799,1087,251,732,0,106,0,0,0,7,13127,0,1304,571
forest,66802,1568,0,0,9947,0,281,1015,759,251,464,0,460,0,0,0,13,12486,0,463,2140
birch_forest,64244,949,0,0,11405,0,1023,1466,833,251,678,0,934,0,0,0,10,10446,0,1027,2671
birch_forest,67186,975,0,0,8644,0,1078,1154,110,251,204,0,616,0,0,0,9,9687,0,1082,3782
birch_forest,65466,786,0,0,14353,0,987,805,1500,252,299,0,99,0,0,0,10,9686,0,802,1580
birch_forest,67390,1293,0,0,10517,0,1145,864,995,253,508,0,0,0,0,0,18,10105,0,1352,14
birch_forest,66112,1100,0,0,10145,0,919,1046,848,228,16,0,0,0,121,0,5,10337,0,1784,1332
beach,66502,1539,0,146,13051,0,1150,383,808,15,213,0,0,16,1038,0,8,11159,0,357,31
beach,67924,951,0,414,11022,0,894,331,440,0,375,0,69,58,1002,0,12,10429,0,1209,1519
