,ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group,Loan_Approved
1455,1169,Male,Black,71,Over 60,38067.36,749,350440,Gig,High School,Citizen,Fluent,No,No,Rural,Denied
1456,8500,Male,White,29,25-60,152472.03,732,392562,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban,Approved
1457,8991,Female,White,44,25-60,105623.25,680,153583,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
1458,9283,Male,Black,48,25-60,192979.3,774,262739,Self-employed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
1459,1463,Male,White,59,25-60,67346.08,669,341834,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
1460,3997,Non-binary,White,35,25-60,28212.39,625,189132,Full-time,High School,Visa Holder,Fluent,No,No,Working Class Urban,Denied
1461,136,Male,White,54,25-60,144217.11,675,414921,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
1462,921,Female,White,41,25-60,46505.73,667,111720,Self-employed,Some College,Citizen,Fluent,Yes,No,Rural,Approved
1463,1786,Male,White,35,25-60,75777.26,671,202777,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,Approved
1464,8557,Female,Hispanic,34,25-60,36386.51,604,342668,Full-time,High School,Citizen,Fluent,No,No,Rural,Denied
1465,1772,Female,Hispanic,33,25-60,40713.33,663,345968,Part-time,High School,Citizen,Fluent,No,No,Historically Redlined,Approved
1466,293,Female,Hispanic,36,25-60,38049.58,668,62010,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
1467,2421,Male,White,62,Over 60,325414.12,767,220578,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
1468,4372,Male,White,45,25-60,193671.27,718,416602,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
1469,7597,Female,White,24,Under 25,34219.53,577,132386,Part-time,Some College,Citizen,Fluent,Yes,No,Rural,Denied
1470,8616,Female,Black,47,25-60,80446.7,749,430334,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
1471,4715,Female,White,30,25-60,267733.86,728,393934,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
1472,6599,Male,White,80,Over 60,176818.57,743,344045,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
1473,4202,Male,Black,66,Over 60,53584.99,708,131479,Full-time,High School,Citizen,Fluent,No,No,Rural,Approved
1474,4942,Female,White,69,Over 60,31129.06,659,392818,Full-time,High School,Visa Holder,Fluent,No,No,Historically Redlined,Denied
1475,9245,Female,Black,76,Over 60,96207.32,699,81848,Part-time,Some College,Permanent Resident,Fluent,No,Yes,High-income Suburban,Approved
1476,9995,Male,White,45,25-60,67781.68,618,248847,Full-time,Some College,Permanent Resident,Limited,No,Yes,High-income Suburban,Denied
1477,3503,Male,Asian,72,Over 60,35290.59,726,387612,Gig,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
1478,5837,Male,Black,42,25-60,172046.77,696,198888,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
1479,3823,Male,White,72,Over 60,151846.05,789,358726,Part-time,Graduate,Citizen,Fluent,No,Yes,Urban Professional,Approved
1480,3517,Female,Black,30,25-60,89181.38,722,166045,Full-time,High School,Permanent Resident,Fluent,No,No,Urban Professional,Denied
1481,3550,Female,Hispanic,44,25-60,80765.89,612,74793,Self-employed,High School,Permanent Resident,Fluent,No,Yes,High-income Suburban,Denied
1482,8056,Male,Black,32,25-60,122428.96,769,379615,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1483,4495,Male,Asian,78,Over 60,46464.88,690,196846,Part-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,Approved
1484,9958,Male,White,56,25-60,56972.35,631,195597,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Approved
1485,2423,Male,White,70,Over 60,55791.33,740,363941,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
1486,4597,Female,Black,68,Over 60,245110.8,751,332197,Full-time,Graduate,Citizen,Fluent,No,Yes,High-income Suburban,Approved
1487,1139,Female,Asian,36,25-60,63133.59,666,398463,Self-employed,Graduate,Citizen,Limited,No,No,Working Class Urban,Denied
1488,5633,Male,Black,20,Under 25,77873.37,517,370773,Full-time,Some College,Citizen,Fluent,No,Yes,Urban Professional,Denied
1489,2682,Male,White,51,25-60,58814.36,649,226883,Full-time,Some College,Citizen,Fluent,No,No,Rural,Approved
1490,1329,Male,White,69,Over 60,30654.3,639,113397,Self-employed,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
1491,9311,Male,White,26,25-60,139982.67,737,308930,Unemployed,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
1492,4229,Female,White,72,Over 60,62310.63,699,176746,Full-time,Some College,Citizen,Fluent,Yes,No,Working Class Urban,Approved
1493,5558,Female,White,59,25-60,43900.45,686,422204,Full-time,High School,Permanent Resident,Fluent,No,No,Historically Redlined,Denied
1494,828,Female,Asian,81,Over 60,238030.18,722,149556,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Approved
1495,9688,Female,White,27,25-60,147095.56,717,114128,Gig,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1496,5881,Female,White,34,25-60,18943.86,630,230278,Full-time,High School,Citizen,Limited,No,No,Rural,Denied
1497,3946,Male,White,27,25-60,193445.73,727,396258,Unemployed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
1498,9793,Female,White,69,Over 60,90266.19,830,395923,Full-time,High School,Permanent Resident,Fluent,No,No,High-income Suburban,Approved
1499,9446,Female,Asian,74,Over 60,30136.31,621,58947,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban,Denied
1500,6694,Female,White,43,25-60,93941.61,723,369188,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1501,809,Female,Hispanic,28,25-60,107875.15,704,251813,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
1502,3787,Female,Asian,22,Under 25,214996.08,648,60389,Self-employed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
1503,6231,Male,White,54,25-60,49929.89,684,436538,Full-time,Some College,Permanent Resident,Fluent,No,No,Rural,Approved
1504,6850,Male,White,75,Over 60,109648.0,751,54377,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1505,4418,Non-binary,Asian,61,Over 60,85360.81,729,444487,Full-time,Graduate,Citizen,Fluent,Yes,No,Historically Redlined,Denied
1506,837,Female,Hispanic,77,Over 60,23927.04,626,111602,Full-time,High School,Citizen,Limited,No,No,Working Class Urban,Denied
1507,5172,Female,White,33,25-60,30485.41,645,121139,Full-time,High School,Citizen,Limited,No,No,Working Class Urban,Denied
1508,5711,Male,Black,66,Over 60,75697.85,744,343267,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
1509,1130,Female,White,74,Over 60,123824.77,814,341862,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1510,9639,Male,Hispanic,22,Under 25,140759.61,625,411350,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
1511,9552,Male,White,73,Over 60,88126.59,795,402252,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
1512,5786,Female,White,48,25-60,143347.35,677,246297,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1513,5204,Male,White,53,25-60,102367.23,662,71810,Full-time,Graduate,Permanent Resident,Fluent,No,No,Working Class Urban,Approved
1514,9426,Male,White,27,25-60,34187.99,616,429674,Full-time,High School,Permanent Resident,Fluent,No,No,Rural,Denied
1515,9829,Female,White,43,25-60,84467.14,718,62140,Part-time,Some College,Citizen,Limited,No,No,Urban Professional,Approved
1516,7933,Female,White,76,Over 60,57134.4,748,357187,Gig,Some College,Citizen,Limited,No,No,Urban Professional,Approved
1517,2406,Female,White,60,25-60,60699.55,623,205344,Full-time,High School,Citizen,Limited,No,No,Urban Professional,Denied
1518,4895,Female,Hispanic,82,Over 60,74776.8,698,302152,Self-employed,Some College,Citizen,Fluent,No,Yes,High-income Suburban,Approved
1519,943,Female,Hispanic,50,25-60,28491.97,592,188707,Self-employed,Some College,Citizen,Limited,No,No,Historically Redlined,Denied
1520,8446,Male,White,67,Over 60,43217.38,698,331780,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Working Class Urban,Denied
1521,3363,Female,Hispanic,74,Over 60,108231.07,802,130039,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
1522,920,Female,Black,79,Over 60,103858.52,754,448306,Self-employed,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
1523,5029,Female,Asian,33,25-60,151104.49,725,195720,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional,Approved
1524,7552,Male,White,55,25-60,34633.57,627,281469,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,Denied
1525,8440,Male,White,22,Under 25,81369.61,609,296909,Self-employed,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional,Denied
1526,6142,Male,Hispanic,27,25-60,37847.13,601,403800,Full-time,Some College,Citizen,Fluent,Yes,Yes,Working Class Urban,Denied
1527,7028,Male,Black,40,25-60,151000.68,774,429442,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
1528,7867,Male,Hispanic,72,Over 60,43998.96,720,238443,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
1529,1650,Female,White,47,25-60,48551.96,636,212599,Self-employed,High School,Citizen,Fluent,No,No,Rural,Denied
1530,5353,Female,Hispanic,73,Over 60,30494.29,690,88541,Full-time,High School,Citizen,Limited,No,No,Working Class Urban,Denied
1531,8308,Male,White,19,Under 25,23640.93,510,91998,Full-time,Some College,Visa Holder,Limited,No,No,Rural,Denied
1532,62,Female,Hispanic,77,Over 60,92418.99,699,369526,Full-time,High School,Visa Holder,Fluent,No,Yes,High-income Suburban,Denied
1533,556,Female,White,25,25-60,62521.63,692,418364,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
1534,4297,Female,White,32,25-60,75207.98,681,326308,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
1535,6494,Male,Hispanic,66,Over 60,216714.01,693,447747,Full-time,Graduate,Citizen,Fluent,No,Yes,High-income Suburban,Approved
1536,8333,Female,White,52,25-60,106369.42,660,369817,Full-time,Graduate,Citizen,Fluent,No,No,Rural,Approved
1537,5442,Male,Black,44,25-60,187462.19,724,305216,Unemployed,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
1538,1381,Female,White,37,25-60,72022.06,671,447650,Self-employed,High School,Citizen,Limited,No,No,High-income Suburban,Approved
1539,4522,Male,White,67,Over 60,189788.85,801,275366,Self-employed,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
1540,5811,Male,White,29,25-60,91574.48,703,280039,Part-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
1541,4543,Female,White,18,Under 25,152694.86,686,385882,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
1542,4077,Female,White,56,25-60,43776.72,670,104154,Full-time,High School,Citizen,Fluent,No,No,Rural,Approved
1543,1406,Male,White,20,Under 25,157730.42,614,345063,Part-time,Bachelor's,Permanent Resident,Limited,No,No,High-income Suburban,Denied
1544,6505,Female,Black,48,25-60,81720.79,711,313072,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Denied
1545,3603,Male,White,67,Over 60,52561.92,719,120003,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
1546,3693,Non-binary,Black,19,Under 25,30358.82,484,189922,Full-time,High School,Citizen,Fluent,Yes,Yes,Working Class Urban,Denied
1547,772,Non-binary,Hispanic,44,25-60,100548.82,730,96364,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1548,6372,Male,Black,59,25-60,27015.02,598,433892,Full-time,High School,Citizen,Fluent,No,Yes,Historically Redlined,Denied
1549,264,Female,White,69,Over 60,92593.93,778,377280,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
1550,9727,Female,White,75,Over 60,36403.68,718,107591,Full-time,Some College,Citizen,Fluent,No,No,Rural,Denied
1551,3335,Male,White,73,Over 60,49690.67,721,381229,Full-time,Some College,Citizen,Fluent,Yes,No,Working Class Urban,Approved
1552,1883,Female,White,57,25-60,102696.88,737,259962,Part-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
1553,9647,Female,White,77,Over 60,95363.94,781,94988,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
1554,3909,Male,Asian,76,Over 60,46103.08,723,243067,Full-time,Bachelor's,Citizen,Limited,No,No,Rural,Approved
1555,5861,Male,Hispanic,80,Over 60,121378.02,751,234158,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1556,9116,Male,Hispanic,45,25-60,94757.45,712,423388,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
1557,6328,Female,Asian,33,25-60,71723.94,671,289152,Unemployed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
1558,853,Female,White,64,Over 60,43150.55,712,374403,Part-time,High School,Citizen,Fluent,No,No,Rural,Denied
1559,5364,Male,Asian,53,25-60,139285.05,724,449972,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,Approved
1560,4402,Male,White,43,25-60,69525.61,686,372045,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
1561,9731,Non-binary,Asian,21,Under 25,54316.33,601,141134,Part-time,Bachelor's,Citizen,Limited,No,No,Historically Redlined,Denied
1562,1767,Female,Hispanic,74,Over 60,21412.04,655,285453,Gig,High School,Citizen,Limited,No,No,Historically Redlined,Denied
1563,7479,Male,White,80,Over 60,33768.8,651,106391,Full-time,High School,Citizen,Fluent,No,No,Rural,Denied
1564,9352,Male,Black,46,25-60,35169.64,715,235070,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Approved
1565,7769,Male,Black,73,Over 60,83705.25,748,439231,Full-time,Some College,Citizen,Fluent,Yes,Yes,High-income Suburban,Approved
1566,6385,Male,Hispanic,82,Over 60,117996.42,752,211804,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
1567,3562,Female,Asian,70,Over 60,67835.52,735,153749,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
1568,4534,Female,White,60,25-60,121810.25,728,359254,Self-employed,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
1569,8834,Female,White,36,25-60,93124.87,782,434106,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
1570,261,Male,White,67,Over 60,25906.85,681,246963,Part-time,High School,Citizen,Fluent,No,No,Rural,Denied
1571,8403,Female,Black,44,25-60,138038.88,706,425136,Gig,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1572,2047,Male,White,62,Over 60,83187.33,777,64712,Unemployed,High School,Visa Holder,Fluent,No,No,Urban Professional,Approved
1573,2594,Male,White,55,25-60,121735.96,719,216557,Self-employed,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
1574,7547,Male,Multiracial,32,25-60,43259.48,662,375513,Full-time,Some College,Citizen,Fluent,No,No,Rural,Denied
1575,2671,Male,Black,35,25-60,26747.46,598,172339,Full-time,Some College,Citizen,Limited,Yes,No,Rural,Denied
1576,4914,Female,Hispanic,67,Over 60,43827.91,729,299078,Full-time,High School,Visa Holder,Fluent,No,No,Historically Redlined,Approved
1577,9175,Male,White,70,Over 60,127885.98,802,324431,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,Approved
1578,9839,Female,White,36,25-60,134265.96,697,227150,Self-employed,Some College,Permanent Resident,Fluent,No,No,Urban Professional,Approved
1579,8428,Male,White,69,Over 60,102016.06,746,439416,Full-time,High School,Visa Holder,Fluent,No,No,High-income Suburban,Approved
1580,641,Male,White,36,25-60,314648.95,691,335484,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
1581,5226,Male,White,53,25-60,96700.93,676,140289,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
1582,1895,Male,Hispanic,71,Over 60,152808.44,741,324745,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
1583,730,Female,White,68,Over 60,26658.07,649,55577,Self-employed,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
1584,7144,Female,White,59,25-60,65645.47,704,151940,Gig,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
1585,1377,Male,White,74,Over 60,137668.13,785,204308,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
1586,2681,Female,White,44,25-60,109020.86,751,292039,Full-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban,Approved
1587,5480,Male,White,82,Over 60,38107.07,697,259051,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
1588,6310,Female,White,43,25-60,46255.95,682,216949,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
1589,2174,Male,White,76,Over 60,73159.08,722,362978,Full-time,Some College,Citizen,Fluent,Yes,No,Working Class Urban,Denied
1590,9559,Female,Asian,20,Under 25,163053.57,659,362504,Unemployed,Bachelor's,Visa Holder,Fluent,Yes,No,High-income Suburban,Approved
1591,2386,Female,White,67,Over 60,82648.77,738,121986,Self-employed,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
1592,3105,Male,White,50,25-60,42410.41,684,333694,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
1593,3696,Male,Hispanic,55,25-60,84298.82,712,281360,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
1594,7660,Male,Hispanic,40,25-60,44167.12,624,167153,Part-time,Some College,Citizen,Limited,No,Yes,Urban Professional,Denied
1595,8133,Male,Asian,28,25-60,240982.71,649,221182,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Denied
1596,7643,Female,White,52,25-60,191898.74,677,286474,Self-employed,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
1597,1517,Female,Black,25,25-60,31311.89,606,355530,Full-time,Some College,Citizen,Limited,No,No,Rural,Denied
1598,7543,Male,White,25,25-60,39167.82,608,316145,Part-time,Some College,Citizen,Fluent,No,No,Rural,Denied
1599,4164,Female,White,37,25-60,241859.97,683,243801,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban,Approved
1600,488,Female,Hispanic,27,25-60,37979.31,679,81815,Full-time,Some College,Citizen,Fluent,No,No,Rural,Approved
1601,3448,Male,White,29,25-60,187513.32,697,273131,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
1602,4083,Male,Hispanic,57,25-60,112804.36,735,236075,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
1603,2787,Male,Hispanic,24,Under 25,159620.64,665,388283,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
1604,7279,Female,White,24,Under 25,58263.45,588,253882,Part-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
1605,1968,Female,White,46,25-60,36064.99,621,396430,Full-time,Some College,Visa Holder,Limited,No,No,Working Class Urban,Denied
1606,8985,Female,White,68,Over 60,65789.33,737,376518,Full-time,Some College,Permanent Resident,Fluent,No,No,Historically Redlined,Approved
1607,8061,Female,White,45,25-60,183486.45,707,338530,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
1608,441,Female,White,32,25-60,162268.03,740,292176,Gig,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
1609,7538,Male,White,26,25-60,101590.38,715,76010,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
1610,7216,Male,White,60,25-60,61148.13,661,147418,Full-time,Some College,Citizen,Fluent,No,Yes,Urban Professional,Denied
1611,5533,Male,White,25,25-60,149940.36,735,217893,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1612,1579,Male,White,49,25-60,105707.8,767,354835,Part-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
1613,2533,Female,White,52,25-60,39590.83,650,366773,Part-time,Some College,Citizen,Fluent,Yes,No,Rural,Denied
1614,8579,Female,Multiracial,24,Under 25,24377.86,568,100953,Full-time,High School,Citizen,Fluent,Yes,No,Historically Redlined,Denied
1615,6027,Male,Asian,33,25-60,86788.23,704,128887,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1616,1194,Female,Hispanic,43,25-60,142934.62,746,427923,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1617,3633,Male,White,33,25-60,30111.48,616,398802,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
1618,8481,Male,White,28,25-60,27452.5,625,57770,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
1619,32,Female,White,40,25-60,75163.82,670,154104,Full-time,High School,Citizen,Limited,No,No,Urban Professional,Approved
1620,8830,Male,White,20,Under 25,81177.84,684,236681,Part-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,Approved
1621,8263,Female,White,55,25-60,241902.41,709,114328,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
1622,9078,Female,Native American,37,25-60,36384.89,670,254642,Full-time,High School,Citizen,Fluent,No,No,Rural,Approved
1623,7340,Male,White,59,25-60,228847.06,714,436367,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
1624,1097,Female,Black,71,Over 60,56699.19,680,118537,Full-time,High School,Citizen,Fluent,Yes,Yes,Urban Professional,Denied
1625,2972,Female,White,36,25-60,68310.34,693,409974,Full-time,Graduate,Citizen,Limited,No,No,Rural,Approved
1626,7617,Male,White,65,Over 60,82843.94,829,247322,Gig,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1627,525,Male,Black,72,Over 60,215967.01,731,141634,Full-time,Bachelor's,Permanent Resident,Fluent,Yes,No,Urban Professional,Approved
1628,953,Male,White,76,Over 60,168945.53,733,87588,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
1629,870,Female,Multiracial,58,25-60,71999.17,639,449218,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
1630,7054,Female,White,23,Under 25,170432.02,607,228950,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
1631,5551,Male,White,37,25-60,99167.27,732,343660,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1632,6774,Female,Hispanic,68,Over 60,70328.3,689,392697,Part-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
1633,8717,Male,White,57,25-60,168839.26,698,171007,Self-employed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
1634,3950,Male,Black,34,25-60,90602.7,674,438068,Part-time,High School,Citizen,Fluent,No,Yes,High-income Suburban,Denied
1635,9282,Male,White,32,25-60,57841.65,623,336153,Part-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
1636,9842,Female,Hispanic,61,Over 60,132528.4,763,283968,Full-time,High School,Visa Holder,Fluent,No,No,High-income Suburban,Approved
1637,9713,Female,Hispanic,26,25-60,113202.52,748,227059,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
1638,2479,Male,White,41,25-60,259482.67,722,248921,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
1639,9463,Male,Hispanic,42,25-60,65901.78,612,56132,Part-time,Some College,Citizen,Fluent,No,Yes,High-income Suburban,Denied
1640,2551,Male,White,26,25-60,81717.4,726,129524,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
1641,158,Female,White,20,Under 25,38664.87,602,423490,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
1642,7480,Female,Hispanic,80,Over 60,224673.04,675,356844,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
1643,5782,Female,White,20,Under 25,139447.64,651,234758,Self-employed,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Denied
1644,1378,Male,White,59,25-60,67446.84,662,234071,Gig,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
1645,4498,Female,Black,20,Under 25,150440.84,633,289681,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
1646,7980,Female,White,34,25-60,121220.23,678,346519,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,Approved
1647,9763,Female,Black,65,Over 60,58442.48,666,430646,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
1648,4531,Male,Hispanic,25,25-60,116218.37,716,367526,Full-time,Bachelor's,Permanent Resident,Limited,No,No,High-income Suburban,Approved
1649,2330,Female,Hispanic,63,Over 60,36153.83,728,445536,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
1650,8265,Male,White,73,Over 60,126339.47,782,62681,Full-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban,Approved
1651,8895,Male,White,80,Over 60,115019.21,739,163739,Full-time,Some College,Citizen,Fluent,No,Yes,Urban Professional,Approved
1652,6293,Male,Hispanic,45,25-60,85176.33,741,118132,Full-time,High School,Citizen,Fluent,No,Yes,High-income Suburban,Denied
1653,1854,Male,Hispanic,80,Over 60,26448.64,499,267013,Self-employed,Some College,Citizen,Fluent,No,Yes,Historically Redlined,Denied
1654,5962,Male,Asian,19,Under 25,76526.08,640,390383,Part-time,Some College,Permanent Resident,Limited,No,No,Urban Professional,Approved
1655,8941,Male,White,79,Over 60,58792.19,738,300170,Full-time,High School,Visa Holder,Limited,No,No,Urban Professional,Approved
1656,7760,Female,White,52,25-60,122198.79,745,356630,Gig,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1657,5814,Male,White,70,Over 60,69647.96,727,383476,Self-employed,High School,Citizen,Fluent,No,No,Urban Professional,Approved
1658,6317,Female,Asian,50,25-60,307225.14,712,390322,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
1659,5957,Male,White,19,Under 25,82547.96,665,190633,Full-time,Bachelor's,Citizen,Limited,Yes,No,Urban Professional,Denied
1660,8238,Female,Hispanic,35,25-60,116830.91,685,69050,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
1661,1180,Male,White,37,25-60,44509.29,645,402420,Full-time,Graduate,Citizen,Limited,No,No,Working Class Urban,Denied
1662,4092,Female,White,53,25-60,37404.91,714,425446,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
1663,907,Male,Multiracial,55,25-60,41799.79,614,254956,Gig,Some College,Citizen,Fluent,No,No,Historically Redlined,Approved
1664,8523,Male,White,25,25-60,60974.12,609,211929,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
1665,8714,Male,White,73,Over 60,116079.35,755,426893,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
1666,6479,Male,White,42,25-60,59690.45,643,407047,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
1667,1909,Male,Black,67,Over 60,41388.72,694,276029,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
1668,2528,Male,White,22,Under 25,54856.49,630,442205,Self-employed,Bachelor's,Citizen,Limited,Yes,No,Working Class Urban,Denied
1669,5852,Male,White,72,Over 60,58642.1,708,359800,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
1670,1321,Female,White,80,Over 60,213724.88,741,447459,Self-employed,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
1671,5778,Female,White,76,Over 60,26831.82,698,267343,Part-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
